"COUNTRY","Country","SERIES","Series","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"GBR","United Kingdom","USDPPP","In 2018 constant prices at 2018 USD PPPs","2009","2009","USD","US Dollar","0","Units","2018","2018",45455.2309125489,,
"GBR","United Kingdom","USDPPP","In 2018 constant prices at 2018 USD PPPs","2010","2010","USD","US Dollar","0","Units","2018","2018",45526.5534183901,,
"GBR","United Kingdom","USDPPP","In 2018 constant prices at 2018 USD PPPs","2011","2011","USD","US Dollar","0","Units","2018","2018",44375.687431994,,
"GBR","United Kingdom","USDPPP","In 2018 constant prices at 2018 USD PPPs","2012","2012","USD","US Dollar","0","Units","2018","2018",44006.8490972108,,
"GBR","United Kingdom","USDPPP","In 2018 constant prices at 2018 USD PPPs","2013","2013","USD","US Dollar","0","Units","2018","2018",44141.380031534,,
"GBR","United Kingdom","USDPPP","In 2018 constant prices at 2018 USD PPPs","2014","2014","USD","US Dollar","0","Units","2018","2018",43782.3131168514,,
"GBR","United Kingdom","USDPPP","In 2018 constant prices at 2018 USD PPPs","2015","2015","USD","US Dollar","0","Units","2018","2018",44125.736187621,,
"GBR","United Kingdom","USDPPP","In 2018 constant prices at 2018 USD PPPs","2016","2016","USD","US Dollar","0","Units","2018","2018",44465.8182551878,,
"GBR","United Kingdom","USDPPP","In 2018 constant prices at 2018 USD PPPs","2017","2017","USD","US Dollar","0","Units","2018","2018",44589.7798966777,,
"GBR","United Kingdom","USDPPP","In 2018 constant prices at 2018 USD PPPs","2018","2018","USD","US Dollar","0","Units","2018","2018",44770.0497407862,,
"USA","United States","USDPPP","In 2018 constant prices at 2018 USD PPPs","1990","1990","USD","US Dollar","0","Units","2018","2018",45736.1458733889,,
"USA","United States","USDPPP","In 2018 constant prices at 2018 USD PPPs","1991","1991","USD","US Dollar","0","Units","2018","2018",46046.5683473717,,
"USA","United States","USDPPP","In 2018 constant prices at 2018 USD PPPs","1992","1992","USD","US Dollar","0","Units","2018","2018",47113.6977898928,,
"USA","United States","USDPPP","In 2018 constant prices at 2018 USD PPPs","1993","1993","USD","US Dollar","0","Units","2018","2018",46843.155889022,,
"USA","United States","USDPPP","In 2018 constant prices at 2018 USD PPPs","1994","1994","USD","US Dollar","0","Units","2018","2018",46663.0261663642,,
"USA","United States","USDPPP","In 2018 constant prices at 2018 USD PPPs","1995","1995","USD","US Dollar","0","Units","2018","2018",46934.6571321225,,
"USA","United States","USDPPP","In 2018 constant prices at 2018 USD PPPs","1996","1996","USD","US Dollar","0","Units","2018","2018",47614.6567496018,,
"USA","United States","USDPPP","In 2018 constant prices at 2018 USD PPPs","1997","1997","USD","US Dollar","0","Units","2018","2018",48796.8693283286,,
"USA","United States","USDPPP","In 2018 constant prices at 2018 USD PPPs","1998","1998","USD","US Dollar","0","Units","2018","2018",50805.13643281,,
"USA","United States","USDPPP","In 2018 constant prices at 2018 USD PPPs","1999","1999","USD","US Dollar","0","Units","2018","2018",52135.4038572558,,
"USA","United States","USDPPP","In 2018 constant prices at 2018 USD PPPs","2000","2000","USD","US Dollar","0","Units","2018","2018",53903.8214604086,,
"USA","United States","USDPPP","In 2018 constant prices at 2018 USD PPPs","2001","2001","USD","US Dollar","0","Units","2018","2018",54359.7228285756,,
"USA","United States","USDPPP","In 2018 constant prices at 2018 USD PPPs","2002","2002","USD","US Dollar","0","Units","2018","2018",54787.7128380292,,
"USA","United States","USDPPP","In 2018 constant prices at 2018 USD PPPs","2003","2003","USD","US Dollar","0","Units","2018","2018",55459.6798617824,,
"USA","United States","USDPPP","In 2018 constant prices at 2018 USD PPPs","2004","2004","USD","US Dollar","0","Units","2018","2018",56489.5859783884,,
"USA","United States","USDPPP","In 2018 constant prices at 2018 USD PPPs","2005","2005","USD","US Dollar","0","Units","2018","2018",56556.6669767993,,
"USA","United States","USDPPP","In 2018 constant prices at 2018 USD PPPs","2006","2006","USD","US Dollar","0","Units","2018","2018",57453.9839509327,,
"USA","United States","USDPPP","In 2018 constant prices at 2018 USD PPPs","2007","2007","USD","US Dollar","0","Units","2018","2018",58597.2931724803,,
"USA","United States","USDPPP","In 2018 constant prices at 2018 USD PPPs","2008","2008","USD","US Dollar","0","Units","2018","2018",58400.8692610834,,
"USA","United States","USDPPP","In 2018 constant prices at 2018 USD PPPs","2009","2009","USD","US Dollar","0","Units","2018","2018",58872.6075559865,,
"USA","United States","USDPPP","In 2018 constant prices at 2018 USD PPPs","2010","2010","USD","US Dollar","0","Units","2018","2018",59476.6360313189,,
"USA","United States","USDPPP","In 2018 constant prices at 2018 USD PPPs","2011","2011","USD","US Dollar","0","Units","2018","2018",59562.4746879543,,
"USA","United States","USDPPP","In 2018 constant prices at 2018 USD PPPs","2012","2012","USD","US Dollar","0","Units","2018","2018",60047.2052094636,,
"USA","United States","USDPPP","In 2018 constant prices at 2018 USD PPPs","2013","2013","USD","US Dollar","0","Units","2018","2018",59765.757185802,,
"USA","United States","USDPPP","In 2018 constant prices at 2018 USD PPPs","2014","2014","USD","US Dollar","0","Units","2018","2018",60617.9720234069,,
"USA","United States","USDPPP","In 2018 constant prices at 2018 USD PPPs","2015","2015","USD","US Dollar","0","Units","2018","2018",62106.2952254898,,
"USA","United States","USDPPP","In 2018 constant prices at 2018 USD PPPs","2016","2016","USD","US Dollar","0","Units","2018","2018",62153.1240100282,,
"USA","United States","USDPPP","In 2018 constant prices at 2018 USD PPPs","2017","2017","USD","US Dollar","0","Units","2018","2018",62727.4359508054,,
"USA","United States","USDPPP","In 2018 constant prices at 2018 USD PPPs","2018","2018","USD","US Dollar","0","Units","2018","2018",63093.0146425662,,
"MEX","Mexico","USDPPP","In 2018 constant prices at 2018 USD PPPs","1990","1990","USD","US Dollar","0","Units","2018","2018",14257.7225732305,,
"MEX","Mexico","USDPPP","In 2018 constant prices at 2018 USD PPPs","1991","1991","USD","US Dollar","0","Units","2018","2018",15011.3704992682,,
"MEX","Mexico","USDPPP","In 2018 constant prices at 2018 USD PPPs","1992","1992","USD","US Dollar","0","Units","2018","2018",15828.2464228375,,
"MEX","Mexico","USDPPP","In 2018 constant prices at 2018 USD PPPs","1993","1993","USD","US Dollar","0","Units","2018","2018",16470.5413113523,,
"MEX","Mexico","USDPPP","In 2018 constant prices at 2018 USD PPPs","1994","1994","USD","US Dollar","0","Units","2018","2018",16887.6763836943,,
"MEX","Mexico","USDPPP","In 2018 constant prices at 2018 USD PPPs","1995","1995","USD","US Dollar","0","Units","2018","2018",13927.963333197,,
"MEX","Mexico","USDPPP","In 2018 constant prices at 2018 USD PPPs","1996","1996","USD","US Dollar","0","Units","2018","2018",13119.6723430795,,
"MEX","Mexico","USDPPP","In 2018 constant prices at 2018 USD PPPs","1997","1997","USD","US Dollar","0","Units","2018","2018",13753.8908657128,,
"MEX","Mexico","USDPPP","In 2018 constant prices at 2018 USD PPPs","1998","1998","USD","US Dollar","0","Units","2018","2018",14514.0300938893,,
"MEX","Mexico","USDPPP","In 2018 constant prices at 2018 USD PPPs","1999","1999","USD","US Dollar","0","Units","2018","2018",15103.2576835964,,
"MEX","Mexico","USDPPP","In 2018 constant prices at 2018 USD PPPs","2000","2000","USD","US Dollar","0","Units","2018","2018",15904.7541127046,,
"MEX","Mexico","USDPPP","In 2018 constant prices at 2018 USD PPPs","2001","2001","USD","US Dollar","0","Units","2018","2018",16811.8455782763,,
"MEX","Mexico","USDPPP","In 2018 constant prices at 2018 USD PPPs","2002","2002","USD","US Dollar","0","Units","2018","2018",16747.5881302483,,
"MEX","Mexico","USDPPP","In 2018 constant prices at 2018 USD PPPs","2003","2003","USD","US Dollar","0","Units","2018","2018",17039.2770923591,,
"MEX","Mexico","USDPPP","In 2018 constant prices at 2018 USD PPPs","2004","2004","USD","US Dollar","0","Units","2018","2018",17139.208916193,,
"MEX","Mexico","USDPPP","In 2018 constant prices at 2018 USD PPPs","2005","2005","USD","US Dollar","0","Units","2018","2018",17244.5671672887,,
"MEX","Mexico","USDPPP","In 2018 constant prices at 2018 USD PPPs","2006","2006","USD","US Dollar","0","Units","2018","2018",17217.9802354853,,
"MEX","Mexico","USDPPP","In 2018 constant prices at 2018 USD PPPs","2007","2007","USD","US Dollar","0","Units","2018","2018",17283.7358711695,,
"MEX","Mexico","USDPPP","In 2018 constant prices at 2018 USD PPPs","2008","2008","USD","US Dollar","0","Units","2018","2018",17150.1719857034,,
"MEX","Mexico","USDPPP","In 2018 constant prices at 2018 USD PPPs","2009","2009","USD","US Dollar","0","Units","2018","2018",17268.9590453802,,
"MEX","Mexico","USDPPP","In 2018 constant prices at 2018 USD PPPs","2010","2010","USD","US Dollar","0","Units","2018","2018",16183.1056096666,,
"MEX","Mexico","USDPPP","In 2018 constant prices at 2018 USD PPPs","2011","2011","USD","US Dollar","0","Units","2018","2018",16328.2366375473,,
"MEX","Mexico","USDPPP","In 2018 constant prices at 2018 USD PPPs","2012","2012","USD","US Dollar","0","Units","2018","2018",16050.2982332233,,
"MEX","Mexico","USDPPP","In 2018 constant prices at 2018 USD PPPs","2013","2013","USD","US Dollar","0","Units","2018","2018",16050.2842870555,,
"MEX","Mexico","USDPPP","In 2018 constant prices at 2018 USD PPPs","2014","2014","USD","US Dollar","0","Units","2018","2018",16028.6024039887,,
"MEX","Mexico","USDPPP","In 2018 constant prices at 2018 USD PPPs","2015","2015","USD","US Dollar","0","Units","2018","2018",16231.2254925975,,
"MEX","Mexico","USDPPP","In 2018 constant prices at 2018 USD PPPs","2016","2016","USD","US Dollar","0","Units","2018","2018",16135.6487629343,,
"MEX","Mexico","USDPPP","In 2018 constant prices at 2018 USD PPPs","2017","2017","USD","US Dollar","0","Units","2018","2018",16110.1763232799,,
"MEX","Mexico","USDPPP","In 2018 constant prices at 2018 USD PPPs","2018","2018","USD","US Dollar","0","Units","2018","2018",16297.708306066,,
"ISR","Israel","USDPPP","In 2018 constant prices at 2018 USD PPPs","1995","1995","USD","US Dollar","0","Units","2018","2018",30907.0360485338,,
"ISR","Israel","USDPPP","In 2018 constant prices at 2018 USD PPPs","1996","1996","USD","US Dollar","0","Units","2018","2018",33580.8171003968,,
"ISR","Israel","USDPPP","In 2018 constant prices at 2018 USD PPPs","1997","1997","USD","US Dollar","0","Units","2018","2018",34545.5357189776,,
"ISR","Israel","USDPPP","In 2018 constant prices at 2018 USD PPPs","1998","1998","USD","US Dollar","0","Units","2018","2018",35915.996164509,,
"ISR","Israel","USDPPP","In 2018 constant prices at 2018 USD PPPs","1999","1999","USD","US Dollar","0","Units","2018","2018",36501.1282212327,,
"ISR","Israel","USDPPP","In 2018 constant prices at 2018 USD PPPs","2000","2000","USD","US Dollar","0","Units","2018","2018",37840.7459852047,,
"ISR","Israel","USDPPP","In 2018 constant prices at 2018 USD PPPs","2001","2001","USD","US Dollar","0","Units","2018","2018",38460.463936789,,
"ISR","Israel","USDPPP","In 2018 constant prices at 2018 USD PPPs","2002","2002","USD","US Dollar","0","Units","2018","2018",36958.5911141443,,
"ISR","Israel","USDPPP","In 2018 constant prices at 2018 USD PPPs","2003","2003","USD","US Dollar","0","Units","2018","2018",35677.0869346245,,
"ISR","Israel","USDPPP","In 2018 constant prices at 2018 USD PPPs","2004","2004","USD","US Dollar","0","Units","2018","2018",35130.100372516,,
"ISR","Israel","USDPPP","In 2018 constant prices at 2018 USD PPPs","2005","2005","USD","US Dollar","0","Units","2018","2018",35201.9469989573,,
"ISR","Israel","USDPPP","In 2018 constant prices at 2018 USD PPPs","2006","2006","USD","US Dollar","0","Units","2018","2018",36326.0032539771,,
"ISR","Israel","USDPPP","In 2018 constant prices at 2018 USD PPPs","2007","2007","USD","US Dollar","0","Units","2018","2018",37025.3867305477,,
"ISR","Israel","USDPPP","In 2018 constant prices at 2018 USD PPPs","2008","2008","USD","US Dollar","0","Units","2018","2018",36073.7310912154,,
"ISR","Israel","USDPPP","In 2018 constant prices at 2018 USD PPPs","2009","2009","USD","US Dollar","0","Units","2018","2018",35294.2890114781,,
"ISR","Israel","USDPPP","In 2018 constant prices at 2018 USD PPPs","2010","2010","USD","US Dollar","0","Units","2018","2018",34997.4356731248,,
"ISR","Israel","USDPPP","In 2018 constant prices at 2018 USD PPPs","2011","2011","USD","US Dollar","0","Units","2018","2018",35274.9153651227,,
"ISR","Israel","USDPPP","In 2018 constant prices at 2018 USD PPPs","2012","2012","USD","US Dollar","0","Units","2018","2018",33166.6521445499,,
"ISR","Israel","USDPPP","In 2018 constant prices at 2018 USD PPPs","2013","2013","USD","US Dollar","0","Units","2018","2018",33428.1804317325,,
"ISR","Israel","USDPPP","In 2018 constant prices at 2018 USD PPPs","2014","2014","USD","US Dollar","0","Units","2018","2018",33516.0416238946,,
"ISR","Israel","USDPPP","In 2018 constant prices at 2018 USD PPPs","2015","2015","USD","US Dollar","0","Units","2018","2018",34481.7180670722,,
"ISR","Israel","USDPPP","In 2018 constant prices at 2018 USD PPPs","2016","2016","USD","US Dollar","0","Units","2018","2018",35701.372176287,,
"ISR","Israel","USDPPP","In 2018 constant prices at 2018 USD PPPs","2017","2017","USD","US Dollar","0","Units","2018","2018",36678.6906923196,,
"ISR","Israel","USDPPP","In 2018 constant prices at 2018 USD PPPs","2018","2018","USD","US Dollar","0","Units","2018","2018",37655.3011101961,,
"SVN","Slovenia","USDPPP","In 2018 constant prices at 2018 USD PPPs","1995","1995","USD","US Dollar","0","Units","2018","2018",23337.726358869,,
"SVN","Slovenia","USDPPP","In 2018 constant prices at 2018 USD PPPs","1996","1996","USD","US Dollar","0","Units","2018","2018",24544.076024541,,
"SVN","Slovenia","USDPPP","In 2018 constant prices at 2018 USD PPPs","1997","1997","USD","US Dollar","0","Units","2018","2018",25880.3426908807,,
"SVN","Slovenia","USDPPP","In 2018 constant prices at 2018 USD PPPs","1998","1998","USD","US Dollar","0","Units","2018","2018",26217.5674176381,,
"SVN","Slovenia","USDPPP","In 2018 constant prices at 2018 USD PPPs","1999","1999","USD","US Dollar","0","Units","2018","2018",26697.1166221616,,
"SVN","Slovenia","USDPPP","In 2018 constant prices at 2018 USD PPPs","2000","2000","USD","US Dollar","0","Units","2018","2018",27455.1110747223,,
"SVN","Slovenia","USDPPP","In 2018 constant prices at 2018 USD PPPs","2001","2001","USD","US Dollar","0","Units","2018","2018",28565.5682716746,,
"SVN","Slovenia","USDPPP","In 2018 constant prices at 2018 USD PPPs","2002","2002","USD","US Dollar","0","Units","2018","2018",28647.2480663159,,
"SVN","Slovenia","USDPPP","In 2018 constant prices at 2018 USD PPPs","2003","2003","USD","US Dollar","0","Units","2018","2018",29246.6523894201,,
"SVN","Slovenia","USDPPP","In 2018 constant prices at 2018 USD PPPs","2004","2004","USD","US Dollar","0","Units","2018","2018",30686.5862150333,,
"SVN","Slovenia","USDPPP","In 2018 constant prices at 2018 USD PPPs","2005","2005","USD","US Dollar","0","Units","2018","2018",31855.1560295334,,
"SVN","Slovenia","USDPPP","In 2018 constant prices at 2018 USD PPPs","2006","2006","USD","US Dollar","0","Units","2018","2018",32888.1299054263,,
"SVN","Slovenia","USDPPP","In 2018 constant prices at 2018 USD PPPs","2007","2007","USD","US Dollar","0","Units","2018","2018",33606.5085912658,,
"SVN","Slovenia","USDPPP","In 2018 constant prices at 2018 USD PPPs","2008","2008","USD","US Dollar","0","Units","2018","2018",34097.1682714636,,
"SVN","Slovenia","USDPPP","In 2018 constant prices at 2018 USD PPPs","2009","2009","USD","US Dollar","0","Units","2018","2018",34435.8498219121,,
"SVN","Slovenia","USDPPP","In 2018 constant prices at 2018 USD PPPs","2010","2010","USD","US Dollar","0","Units","2018","2018",35473.8145242064,,
"SVN","Slovenia","USDPPP","In 2018 constant prices at 2018 USD PPPs","2011","2011","USD","US Dollar","0","Units","2018","2018",35340.7644739216,,
"SVN","Slovenia","USDPPP","In 2018 constant prices at 2018 USD PPPs","2012","2012","USD","US Dollar","0","Units","2018","2018",34227.6616446995,,
"SVN","Slovenia","USDPPP","In 2018 constant prices at 2018 USD PPPs","2013","2013","USD","US Dollar","0","Units","2018","2018",33748.9301812652,,
"SVN","Slovenia","USDPPP","In 2018 constant prices at 2018 USD PPPs","2014","2014","USD","US Dollar","0","Units","2018","2018",34282.4843671656,,
"SVN","Slovenia","USDPPP","In 2018 constant prices at 2018 USD PPPs","2015","2015","USD","US Dollar","0","Units","2018","2018",34933.6477267953,,
"SVN","Slovenia","USDPPP","In 2018 constant prices at 2018 USD PPPs","2016","2016","USD","US Dollar","0","Units","2018","2018",36153.4368991805,,
"SVN","Slovenia","USDPPP","In 2018 constant prices at 2018 USD PPPs","2017","2017","USD","US Dollar","0","Units","2018","2018",36883.0055204703,,
"SVN","Slovenia","USDPPP","In 2018 constant prices at 2018 USD PPPs","2018","2018","USD","US Dollar","0","Units","2018","2018",37321.9086709927,,
"EST","Estonia","USDPPP","In 2018 constant prices at 2018 USD PPPs","1995","1995","USD","US Dollar","0","Units","2018","2018",9376.9902578738,,
"EST","Estonia","USDPPP","In 2018 constant prices at 2018 USD PPPs","1996","1996","USD","US Dollar","0","Units","2018","2018",9748.39914125555,,
"EST","Estonia","USDPPP","In 2018 constant prices at 2018 USD PPPs","1997","1997","USD","US Dollar","0","Units","2018","2018",10663.9367872099,,
"EST","Estonia","USDPPP","In 2018 constant prices at 2018 USD PPPs","1998","1998","USD","US Dollar","0","Units","2018","2018",11304.6205922756,,
"EST","Estonia","USDPPP","In 2018 constant prices at 2018 USD PPPs","1999","1999","USD","US Dollar","0","Units","2018","2018",11736.9176242249,,
"EST","Estonia","USDPPP","In 2018 constant prices at 2018 USD PPPs","2000","2000","USD","US Dollar","0","Units","2018","2018",12622.7555380278,,
"EST","Estonia","USDPPP","In 2018 constant prices at 2018 USD PPPs","2001","2001","USD","US Dollar","0","Units","2018","2018",13117.5790739818,,
"EST","Estonia","USDPPP","In 2018 constant prices at 2018 USD PPPs","2002","2002","USD","US Dollar","0","Units","2018","2018",13913.5684041849,,
"EST","Estonia","USDPPP","In 2018 constant prices at 2018 USD PPPs","2003","2003","USD","US Dollar","0","Units","2018","2018",15170.4778137196,,
"EST","Estonia","USDPPP","In 2018 constant prices at 2018 USD PPPs","2004","2004","USD","US Dollar","0","Units","2018","2018",16305.1227833998,,
"EST","Estonia","USDPPP","In 2018 constant prices at 2018 USD PPPs","2005","2005","USD","US Dollar","0","Units","2018","2018",17284.884862909,,
"EST","Estonia","USDPPP","In 2018 constant prices at 2018 USD PPPs","2006","2006","USD","US Dollar","0","Units","2018","2018",18747.9215352569,,
"EST","Estonia","USDPPP","In 2018 constant prices at 2018 USD PPPs","2007","2007","USD","US Dollar","0","Units","2018","2018",21771.8733781834,,
"EST","Estonia","USDPPP","In 2018 constant prices at 2018 USD PPPs","2008","2008","USD","US Dollar","0","Units","2018","2018",22052.7751477017,,
"EST","Estonia","USDPPP","In 2018 constant prices at 2018 USD PPPs","2009","2009","USD","US Dollar","0","Units","2018","2018",21304.5278418835,,
"EST","Estonia","USDPPP","In 2018 constant prices at 2018 USD PPPs","2010","2010","USD","US Dollar","0","Units","2018","2018",21192.4254840883,,
"EST","Estonia","USDPPP","In 2018 constant prices at 2018 USD PPPs","2011","2011","USD","US Dollar","0","Units","2018","2018",20320.6436551441,,
"EST","Estonia","USDPPP","In 2018 constant prices at 2018 USD PPPs","2012","2012","USD","US Dollar","0","Units","2018","2018",21161.9213976121,,
"EST","Estonia","USDPPP","In 2018 constant prices at 2018 USD PPPs","2013","2013","USD","US Dollar","0","Units","2018","2018",21459.5919239261,,
"EST","Estonia","USDPPP","In 2018 constant prices at 2018 USD PPPs","2014","2014","USD","US Dollar","0","Units","2018","2018",22570.8416084236,,
"EST","Estonia","USDPPP","In 2018 constant prices at 2018 USD PPPs","2015","2015","USD","US Dollar","0","Units","2018","2018",23436.376650842,,
"EST","Estonia","USDPPP","In 2018 constant prices at 2018 USD PPPs","2016","2016","USD","US Dollar","0","Units","2018","2018",24691.2957568958,,
"EST","Estonia","USDPPP","In 2018 constant prices at 2018 USD PPPs","2017","2017","USD","US Dollar","0","Units","2018","2018",25368.0513517789,,
"EST","Estonia","USDPPP","In 2018 constant prices at 2018 USD PPPs","2018","2018","USD","US Dollar","0","Units","2018","2018",26898.1034588229,,
"ISL","Iceland","USDPPP","In 2018 constant prices at 2018 USD PPPs","1990","1990","USD","US Dollar","0","Units","2018","2018",36381.5385100216,,
"ISL","Iceland","USDPPP","In 2018 constant prices at 2018 USD PPPs","1991","1991","USD","US Dollar","0","Units","2018","2018",39332.4231101676,,
"ISL","Iceland","USDPPP","In 2018 constant prices at 2018 USD PPPs","1992","1992","USD","US Dollar","0","Units","2018","2018",37983.7038898173,,
"ISL","Iceland","USDPPP","In 2018 constant prices at 2018 USD PPPs","1993","1993","USD","US Dollar","0","Units","2018","2018",35993.1404592746,,
"ISL","Iceland","USDPPP","In 2018 constant prices at 2018 USD PPPs","1994","1994","USD","US Dollar","0","Units","2018","2018",36711.7119753143,,
"ISL","Iceland","USDPPP","In 2018 constant prices at 2018 USD PPPs","1995","1995","USD","US Dollar","0","Units","2018","2018",37577.9189490215,,
"ISL","Iceland","USDPPP","In 2018 constant prices at 2018 USD PPPs","1996","1996","USD","US Dollar","0","Units","2018","2018",38923.8167583421,,
"ISL","Iceland","USDPPP","In 2018 constant prices at 2018 USD PPPs","1997","1997","USD","US Dollar","0","Units","2018","2018",40710.0373589598,,
"ISL","Iceland","USDPPP","In 2018 constant prices at 2018 USD PPPs","1998","1998","USD","US Dollar","0","Units","2018","2018",45013.0584942867,,
"ISL","Iceland","USDPPP","In 2018 constant prices at 2018 USD PPPs","1999","1999","USD","US Dollar","0","Units","2018","2018",47045.6121381763,,
"ISL","Iceland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2000","2000","USD","US Dollar","0","Units","2018","2018",48486.6511035027,,
"ISL","Iceland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2001","2001","USD","US Dollar","0","Units","2018","2018",48201.8778824923,,
"ISL","Iceland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2002","2002","USD","US Dollar","0","Units","2018","2018",49586.0874948669,,
"ISL","Iceland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2003","2003","USD","US Dollar","0","Units","2018","2018",48307.4970143904,,
"ISL","Iceland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2004","2004","USD","US Dollar","0","Units","2018","2018",51577.5204253751,,
"ISL","Iceland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2005","2005","USD","US Dollar","0","Units","2018","2018",55607.2683005514,,
"ISL","Iceland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2006","2006","USD","US Dollar","0","Units","2018","2018",58094.6995659513,,
"ISL","Iceland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2007","2007","USD","US Dollar","0","Units","2018","2018",59636.1634205337,,
"ISL","Iceland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2008","2008","USD","US Dollar","0","Units","2018","2018",52850.9281481248,,
"ISL","Iceland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2009","2009","USD","US Dollar","0","Units","2018","2018",44701.0596258586,,
"ISL","Iceland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2010","2010","USD","US Dollar","0","Units","2018","2018",45951.9298914322,,
"ISL","Iceland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2011","2011","USD","US Dollar","0","Units","2018","2018",48156.1772241072,,
"ISL","Iceland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2012","2012","USD","US Dollar","0","Units","2018","2018",48049.6979366489,,
"ISL","Iceland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2013","2013","USD","US Dollar","0","Units","2018","2018",48858.1505932368,,
"ISL","Iceland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2014","2014","USD","US Dollar","0","Units","2018","2018",49471.5041523185,,
"ISL","Iceland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2015","2015","USD","US Dollar","0","Units","2018","2018",53261.7174480099,,
"ISL","Iceland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2016","2016","USD","US Dollar","0","Units","2018","2018",58131.1495317627,,
"ISL","Iceland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2017","2017","USD","US Dollar","0","Units","2018","2018",64415.1084486277,,
"ISL","Iceland","USDPPP","In 2018 constant prices at 2018 USD PPPs","2018","2018","USD","US Dollar","0","Units","2018","2018",66504.2811678198,,
"NZL","New Zealand","USDPPP","In 2018 constant prices at 2018 USD PPPs","1990","1990","USD","US Dollar","0","Units","2018","2018",29942.7024625715,,
"NZL","New Zealand","USDPPP","In 2018 constant prices at 2018 USD PPPs","1991","1991","USD","US Dollar","0","Units","2018","2018",28739.1384763748,,
"NZL","New Zealand","USDPPP","In 2018 constant prices at 2018 USD PPPs","1992","1992","USD","US Dollar","0","Units","2018","2018",29991.0819866168,,
"NZL","New Zealand","USDPPP","In 2018 constant prices at 2018 USD PPPs","1993","1993","USD","US Dollar","0","Units","2018","2018",30796.0911546109,,
"NZL","New Zealand","USDPPP","In 2018 constant prices at 2018 USD PPPs","1994","1994","USD","US Dollar","0","Units","2018","2018",31370.3159288711,,
"NZL","New Zealand","USDPPP","In 2018 constant prices at 2018 USD PPPs","1995","1995","USD","US Dollar","0","Units","2018","2018",31201.7715462916,,
"NZL","New Zealand","USDPPP","In 2018 constant prices at 2018 USD PPPs","1996","1996","USD","US Dollar","0","Units","2018","2018",31738.4589922003,,
"NZL","New Zealand","USDPPP","In 2018 constant prices at 2018 USD PPPs","1997","1997","USD","US Dollar","0","Units","2018","2018",32599.9784640774,,
"NZL","New Zealand","USDPPP","In 2018 constant prices at 2018 USD PPPs","1998","1998","USD","US Dollar","0","Units","2018","2018",32105.1633422812,,
"NZL","New Zealand","USDPPP","In 2018 constant prices at 2018 USD PPPs","1999","1999","USD","US Dollar","0","Units","2018","2018",31655.0430903883,,
"NZL","New Zealand","USDPPP","In 2018 constant prices at 2018 USD PPPs","2000","2000","USD","US Dollar","0","Units","2018","2018",31805.8882916802,,
"NZL","New Zealand","USDPPP","In 2018 constant prices at 2018 USD PPPs","2001","2001","USD","US Dollar","0","Units","2018","2018",32391.3890307301,,
"NZL","New Zealand","USDPPP","In 2018 constant prices at 2018 USD PPPs","2002","2002","USD","US Dollar","0","Units","2018","2018",33005.0187169573,,
"NZL","New Zealand","USDPPP","In 2018 constant prices at 2018 USD PPPs","2003","2003","USD","US Dollar","0","Units","2018","2018",34210.6601277715,,
"NZL","New Zealand","USDPPP","In 2018 constant prices at 2018 USD PPPs","2004","2004","USD","US Dollar","0","Units","2018","2018",35419.5669440743,,
"NZL","New Zealand","USDPPP","In 2018 constant prices at 2018 USD PPPs","2005","2005","USD","US Dollar","0","Units","2018","2018",36022.3393063433,,
"NZL","New Zealand","USDPPP","In 2018 constant prices at 2018 USD PPPs","2006","2006","USD","US Dollar","0","Units","2018","2018",36253.3558744838,,
"NZL","New Zealand","USDPPP","In 2018 constant prices at 2018 USD PPPs","2007","2007","USD","US Dollar","0","Units","2018","2018",38387.9337776155,,
"NZL","New Zealand","USDPPP","In 2018 constant prices at 2018 USD PPPs","2008","2008","USD","US Dollar","0","Units","2018","2018",37964.8153223202,,
"NZL","New Zealand","USDPPP","In 2018 constant prices at 2018 USD PPPs","2009","2009","USD","US Dollar","0","Units","2018","2018",38433.3498724229,,
"NZL","New Zealand","USDPPP","In 2018 constant prices at 2018 USD PPPs","2010","2010","USD","US Dollar","0","Units","2018","2018",38802.789479554,,
"NZL","New Zealand","USDPPP","In 2018 constant prices at 2018 USD PPPs","2011","2011","USD","US Dollar","0","Units","2018","2018",38803.5873328321,,
